"Codice";"Titolo";"Classificazione"
"47.27";"Commercio al dettaglio di altri prodotti alimentari";"Classe"
"47.27.1";"Commercio al dettaglio di latte e prodotti lattiero-caseari";"Categoria"
"47.27.10";"Commercio al dettaglio di latte e prodotti lattiero-caseari";"Sottocategoria"
"47.27.2";"Commercio al dettaglio di caffè";"Categoria"
"47.27.20";"Commercio al dettaglio di caffè";"Sottocategoria"
"47.27.3";"Commercio al dettaglio di integratori alimentari e prodotti dietetici";"Categoria"
"47.27.30";"Commercio al dettaglio di integratori alimentari e prodotti dietetici";"Sottocategoria"
"47.27.9";"Commercio al dettaglio di altri prodotti alimentari n.c.a.";"Categoria"
"47.27.90";"Commercio al dettaglio di altri prodotti alimentari n.c.a.";"Sottocategoria"
"47.3";"Commercio al dettaglio di carburanti per autotrazione";"Gruppo"
"47.30";"Commercio al dettaglio di carburanti per autotrazione";"Classe"
"47.30.0";"Commercio al dettaglio di carburanti per autotrazione";"Categoria"
"47.30.00";"Commercio al dettaglio di carburanti per autotrazione";"Sottocategoria"
"47.4";"Commercio al dettaglio di apparecchiature informatiche e di comunicazione";"Gruppo"
"47.40";"Commercio al dettaglio di apparecchiature informatiche e di comunicazione";"Classe"
"47.40.1";"Commercio al dettaglio di computer, unità periferiche e software";"Categoria"
"47.40.10";"Commercio al dettaglio di computer, unità periferiche e software";"Sottocategoria"
"47.40.2";"Commercio al dettaglio di apparecchiature per telecomunicazioni";"Categoria"
"47.40.20";"Commercio al dettaglio di apparecchiature per telecomunicazioni";"Sottocategoria"
"47.40.3";"Commercio al dettaglio di apparecchiature radiotelevisive";"Categoria"
"47.40.30";"Commercio al dettaglio di apparecchiature radiotelevisive";"Sottocategoria"
"47.5";"Commercio al dettaglio di altre attrezzature per uso domestico";"Gruppo"
"47.51";"Commercio al dettaglio di prodotti tessili";"Classe"
"47.51.1";"Commercio al dettaglio di tessuti per abbigliamento e arredamento";"Categoria"
"47.51.10";"Commercio al dettaglio di tessuti per abbigliamento e arredamento";"Sottocategoria"
"47.51.2";"Commercio al dettaglio di filati per maglieria e merceria";"Categoria"
"47.51.20";"Commercio al dettaglio di filati per maglieria e merceria";"Sottocategoria"
"47.52";"Commercio al dettaglio di ferramenta, materiali da costruzione, vernici e vetro";"Classe"
"47.52.1";"Commercio al dettaglio di ferramenta, vernici, vetro e materiale elettrico e termoidraulico";"Categoria"
"47.52.10";"Commercio al dettaglio di ferramenta, vernici, vetro e materiale elettrico e termoidraulico";"Sottocategoria"
"47.52.2";"Commercio al dettaglio di articoli igienico-sanitari e per riscaldamento";"Categoria"
"47.52.20";"Commercio al dettaglio di articoli igienico-sanitari e per riscaldamento";"Sottocategoria"
"47.52.3";"Commercio al dettaglio di altri materiali da costruzione, mattoni e piastrelle";"Categoria"
"47.52.31";"Commercio al dettaglio di porte e finestre";"Sottocategoria"
"47.52.32";"Commercio al dettaglio di altri materiali da costruzione, mattoni e piastrelle n.c.a.";"Sottocategoria"
"47.52.4";"Commercio al dettaglio di attrezzature per il giardinaggio e la paesaggistica";"Categoria"
"47.52.40";"Commercio al dettaglio di attrezzature per il giardinaggio e la paesaggistica";"Sottocategoria"
"47.53";"Commercio al dettaglio di tappeti, moquette, rivestimenti per pareti e pavimenti";"Classe"
"47.53.1";"Commercio al dettaglio di tappeti e tende";"Categoria"
"47.53.11";"Commercio al dettaglio di tappeti e moquette";"Sottocategoria"
"47.53.12";"Commercio al dettaglio di tende";"Sottocategoria"
"47.53.2";"Commercio al dettaglio di rivestimenti per pareti e pavimenti";"Categoria"
"47.53.20";"Commercio al dettaglio di rivestimenti per pareti e pavimenti";"Sottocategoria"
"47.54";"Commercio al dettaglio di elettrodomestici";"Classe"
"47.54.0";"Commercio al dettaglio di elettrodomestici";"Categoria"
"47.54.00";"Commercio al dettaglio di elettrodomestici";"Sottocategoria"
"47.55";"Commercio al dettaglio di mobili, di articoli per l'illuminazione, articoli per la tavola e altri articoli per la casa";"Classe"
"47.55.1";"Commercio al dettaglio di mobili per la casa";"Categoria"
"47.55.10";"Commercio al dettaglio di mobili per la casa";"Sottocategoria"
"47.55.2";"Commercio al dettaglio di altri mobili";"Categoria"
"47.55.20";"Commercio al dettaglio di altri mobili";"Sottocategoria"
"47.55.3";"Commercio al dettaglio di articoli per l'illuminazione";"Categoria"
"47.55.30";"Commercio al dettaglio di articoli per l'illuminazione";"Sottocategoria"
"47.55.4";"Commercio al dettaglio di articoli per la tavola e la cucina";"Categoria"
"47.55.40";"Commercio al dettaglio di articoli per la tavola e la cucina";"Sottocategoria"
"47.55.9";"Commercio al dettaglio di attrezzature per bambini e altri articoli per la casa";"Categoria"
"47.55.90";"Commercio al dettaglio di attrezzature per bambini e altri articoli per la casa";"Sottocategoria"
"47.6";"Commercio al dettaglio di articoli culturali e ricreativi";"Gruppo"
"47.61";"Commercio al dettaglio di libri";"Classe"
"47.61.0";"Commercio al dettaglio di libri";"Categoria"
"47.61.00";"Commercio al dettaglio di libri";"Sottocategoria"
"47.62";"Commercio al dettaglio di giornali, altre pubblicazioni periodiche e articoli di cancelleria";"Classe"
"47.62.1";"Commercio al dettaglio di giornali e altre pubblicazioni periodiche";"Categoria"
"47.62.10";"Commercio al dettaglio di giornali e altre pubblicazioni periodiche";"Sottocategoria"
"47.62.2";"Commercio al dettaglio di articoli di cancelleria";"Categoria"
"47.62.20";"Commercio al dettaglio di articoli di cancelleria";"Sottocategoria"
"47.63";"Commercio al dettaglio di attrezzature sportive";"Classe"
"47.63.1";"Commercio al dettaglio di imbarcazioni";"Categoria"
"47.63.10";"Commercio al dettaglio di imbarcazioni";"Sottocategoria"
"47.63.2";"Commercio al dettaglio di biciclette e altre attrezzature sportive";"Categoria"
"47.63.21";"Commercio al dettaglio di biciclette";"Sottocategoria"
"47.63.29";"Commercio al dettaglio di altre attrezzature sportive";"Sottocategoria"
"47.64";"Commercio al dettaglio di giochi e giocattoli";"Classe"
"47.64.0";"Commercio al dettaglio di giochi e giocattoli";"Categoria"
"47.64.00";"Commercio al dettaglio di giochi e giocattoli";"Sottocategoria"
"47.69";"Commercio al dettaglio di articoli culturali e ricreativi n.c.a.";"Classe"
"47.69.1";"Commercio al dettaglio di supporti registrati e strumenti musicali";"Categoria"
"47.69.11";"Commercio al dettaglio di supporti registrati";"Sottocategoria"
"47.69.12";"Commercio al dettaglio di strumenti musicali";"Sottocategoria"
"47.69.2";"Commercio al dettaglio di articoli di filatelia, numismatica e da collezionismo";"Categoria"
"47.69.20";"Commercio al dettaglio di articoli di filatelia, numismatica e da collezionismo";"Sottocategoria"
"47.69.3";"Commercio al dettaglio di articoli per disegno, pittura e scultura";"Categoria"
"47.69.30";"Commercio al dettaglio di articoli per disegno, pittura e scultura";"Sottocategoria"
"47.69.9";"Commercio al dettaglio di altri articoli culturali e ricreativi n.c.a.";"Categoria"
"47.69.91";"Commercio al dettaglio di opere d'arte";"Sottocategoria"
"47.69.99";"Commercio al dettaglio di altri articoli vari culturali e ricreativi n.c.a.";"Sottocategoria"
"47.7";"Commercio al dettaglio di altri prodotti, esclusi autoveicoli e motocicli";"Gruppo"
"47.71";"Commercio al dettaglio di articoli di abbigliamento";"Classe"
"47.71.1";"Commercio al dettaglio di articoli di abbigliamento per adulti";"Categoria"
"47.71.10";"Commercio al dettaglio di articoli di abbigliamento per adulti";"Sottocategoria"
"47.71.2";"Commercio al dettaglio di articoli di abbigliamento per neonati e bambini";"Categoria"
"47.71.20";"Commercio al dettaglio di articoli di abbigliamento per neonati e bambini";"Sottocategoria"
"47.71.3";"Commercio al dettaglio di articoli di biancheria intima";"Categoria"
"47.71.30";"Commercio al dettaglio di articoli di biancheria intima";"Sottocategoria"
"47.71.4";"Commercio al dettaglio di articoli di abbigliamento in pelle e pelliccia";"Categoria"
"47.71.40";"Commercio al dettaglio di articoli di abbigliamento in pelle e pelliccia";"Sottocategoria"
"47.71.5";"Commercio al dettaglio di accessori per l'abbigliamento";"Categoria"
"47.71.50";"Commercio al dettaglio di accessori per l'abbigliamento";"Sottocategoria"
"47.72";"Commercio al dettaglio di calzature e articoli in pelle";"Classe"
"47.72.1";"Commercio al dettaglio di calzature e accessori per calzature";"Categoria"
"47.72.11";"Commercio al dettaglio di calzature e accessori per calzature per adulti";"Sottocategoria"
"47.72.12";"Commercio al dettaglio di calzature e accessori per calzature per neonati e bambini";"Sottocategoria"
"47.72.2";"Commercio al dettaglio di articoli in pelle e articoli da viaggio";"Categoria"
"47.72.20";"Commercio al dettaglio di articoli in pelle e articoli da viaggio";"Sottocategoria"
"47.73";"Commercio al dettaglio di prodotti farmaceutici";"Classe"
"47.73.1";"Commercio al dettaglio di medicinali soggetti a prescrizione medica";"Categoria"
"47.73.10";"Commercio al dettaglio di medicinali soggetti a prescrizione medica";"Sottocategoria"
"47.73.2";"Commercio al dettaglio di rimedi erboristici";"Categoria"
"47.73.20";"Commercio al dettaglio di rimedi erboristici";"Sottocategoria"
"47.73.9";"Commercio al dettaglio di altri prodotti farmaceutici";"Categoria"
"47.73.90";"Commercio al dettaglio di altri prodotti farmaceutici";"Sottocategoria"
"47.74";"Commercio al dettaglio di articoli medicali e ortopedici";"Classe"
"47.74.0";"Commercio al dettaglio di articoli medicali e ortopedici";"Categoria"
"47.74.01";"Commercio al dettaglio di occhiali e lenti";"Sottocategoria"
"47.74.09";"Commercio al dettaglio di altri articoli medicali e ortopedici";"Sottocategoria"
"47.75";"Commercio al dettaglio di cosmetici e di articoli di profumeria";"Classe"
"47.75.0";"Commercio al dettaglio di cosmetici e di articoli di profumeria";"Categoria"
"47.75.00";"Commercio al dettaglio di cosmetici e di articoli di profumeria";"Sottocategoria"
"47.76";"Commercio al dettaglio di fiori, piante, fertilizzanti, animali da compagnia e alimenti per animali da compagnia";"Classe"
"47.76.1";"Commercio al dettaglio di fiori, piante e fertilizzanti";"Categoria"
"47.76.10";"Commercio al dettaglio di fiori, piante e fertilizzanti";"Sottocategoria"
"47.76.2";"Commercio al dettaglio di animali da compagnia e alimenti per animali da compagnia";"Categoria"
"47.76.20";"Commercio al dettaglio di animali da compagnia e alimenti per animali da compagnia";"Sottocategoria"
"47.77";"Commercio al dettaglio di orologi e articoli di gioielleria";"Classe"
"47.77.0";"Commercio al dettaglio di orologi e articoli di gioielleria";"Categoria"
"47.77.00";"Commercio al dettaglio di orologi e articoli di gioielleria";"Sottocategoria"
"47.78";"Commercio al dettaglio di altri prodotti non di seconda mano";"Classe"
"47.78.1";"Commercio al dettaglio di articoli per fotografia e ottica";"Categoria"
"47.78.10";"Commercio al dettaglio di articoli per fotografia e ottica";"Sottocategoria"
"47.78.2";"Commercio al dettaglio di souvenir, articoli di artigianato, articoli religiosi, bigiotteria e bomboniere";"Categoria"
"47.78.21";"Commercio al dettaglio di souvenir";"Sottocategoria"
"47.78.22";"Commercio al dettaglio di articoli di artigianato";"Sottocategoria"
"47.78.23";"Commercio al dettaglio di articoli religiosi";"Sottocategoria"
"47.78.24";"Commercio al dettaglio di bigiotteria";"Sottocategoria"
"47.78.25";"Commercio al dettaglio di bomboniere";"Sottocategoria"
"47.78.3";"Commercio al dettaglio di combustibile per uso domestico, bombole di gas, carbone e legna da ardere";"Categoria"
"47.78.30";"Commercio al dettaglio di combustibile per uso domestico, bombole di gas, carbone e legna da ardere";"Sottocategoria"
"47.78.4";"Commercio al dettaglio di prodotti per la pulizia";"Categoria"
"47.78.40";"Commercio al dettaglio di prodotti per la pulizia";"Sottocategoria"
"47.78.9";"Commercio al dettaglio di altri prodotti non di seconda mano n.c.a.";"Categoria"
"47.78.91";"Commercio al dettaglio di articoli per imballaggio";"Sottocategoria"
"47.78.92";"Commercio al dettaglio di articoli funerari e cimiteriali";"Sottocategoria"
"47.78.93";"Commercio al dettaglio di articoli per adulti";"Sottocategoria"
"47.78.99";"Commercio al dettaglio di altri prodotti vari non di seconda mano n.c.a.";"Sottocategoria"
"47.79";"Commercio al dettaglio di articoli di seconda mano";"Classe"
"47.79.1";"Commercio al dettaglio di libri di seconda mano";"Categoria"
"47.79.10";"Commercio al dettaglio di libri di seconda mano";"Sottocategoria"
"47.79.2";"Commercio al dettaglio di oggetti di antiquariato e mobili di seconda mano";"Categoria"
"47.79.20";"Commercio al dettaglio di oggetti di antiquariato e mobili di seconda mano";"Sottocategoria"
"47.79.3";"Commercio al dettaglio di articoli di abbigliamento e altri articoli di seconda mano";"Categoria"
"47.79.31";"Commercio al dettaglio di articoli di abbigliamento di seconda mano";"Sottocategoria"
"47.79.32";"Commercio al dettaglio di orologi e articoli di gioielleria di seconda mano";"Sottocategoria"
"47.79.39";"Commercio al dettaglio di altri articoli di seconda mano n.c.a.";"Sottocategoria"
"47.8";"Commercio al dettaglio di autoveicoli, motocicli e relative parti e accessori";"Gruppo"
"47.81";"Commercio al dettaglio di autoveicoli";"Classe"
"47.81.1";"Commercio al dettaglio di automobili e autoveicoli leggeri";"Categoria"
"47.81.10";"Commercio al dettaglio di automobili e autoveicoli leggeri";"Sottocategoria"
"47.81.2";"Commercio al dettaglio di altri autoveicoli";"Categoria"
"47.81.20";"Commercio al dettaglio di altri autoveicoli";"Sottocategoria"
"47.82";"Commercio al dettaglio di parti e accessori di autoveicoli";"Classe"
"47.82.0";"Commercio al dettaglio di parti e accessori di autoveicoli";"Categoria"
"47.82.00";"Commercio al dettaglio di parti e accessori di autoveicoli";"Sottocategoria"
"47.83";"Commercio al dettaglio di motocicli, parti e accessori di motocicli";"Classe"
"47.83.1";"Commercio al dettaglio di motocicli";"Categoria"
"47.83.10";"Commercio al dettaglio di motocicli";"Sottocategoria"
"47.83.2";"Commercio al dettaglio di parti e accessori di motocicli";"Categoria"
"47.83.20";"Commercio al dettaglio di parti e accessori di motocicli";"Sottocategoria"
"47.9";"Attività di servizi di intermediazione per il commercio al dettaglio";"Gruppo"
"47.91";"Attività di servizi di intermediazione per il commercio al dettaglio non specializzato";"Classe"
"47.91.1";"Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di articoli di seconda mano";"Categoria"
"47.91.10";"Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di articoli di seconda mano";"Sottocategoria"
"47.91.2";"Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di prodotti nuovi";"Categoria"
"47.91.20";"Attività di servizi di intermediazione per il commercio al dettaglio non specializzato di prodotti nuovi";"Sottocategoria"
"47.92";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato";"Classe"
"47.92.1";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di prodotti alimentari e bevande";"Categoria"
"47.92.10";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di prodotti alimentari e bevande";"Sottocategoria"
"47.92.2";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di articoli di seconda mano";"Categoria"
"47.92.21";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di autoveicoli e motocicli di seconda mano";"Sottocategoria"
"47.92.22";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di parti e accessori di autoveicoli e motocicli di seconda mano";"Sottocategoria"
"47.92.29";"Attività di servizi di intermediazione per il commercio al dettaglio specializzato di altri articoli di seconda mano";"Sottocategoria"
